,Key,Ans,Marks,New Marks,Similarity,Grammer,Keyword
102,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object Oriented programming is based on organizing data in the form of objects. It does not focus on the main function logic. It follows a bottom-up approach.,7,3,0.8030162,0.9911686182022095,0.136
103,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","OOP is a methodology which involves encapsulating data and methods in the form of objects. It does not focus on the function logic ,rather on objects created. It follows a bottom up approach.",7,3,0.77782226,0.9707626700401306,0.28
104,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","Object Oriented Programming (OOP) is a type of programming ,where the software design is  organized around the data and objects rather than the functoin and logic",7,3,0.8237946,0.8276029229164124,0.856
105,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object-oriented programming or OOPs is a model that can organizes software design around data rather than functions and logic. It follows the bottom-up approach.,7,3,0.8862935,0.965596616268158,0.568
106,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object-oriented programming or OOPs is a model that can organizes programs around data rather than functions and logic. It follows the bottom-up approach.,7,3,0.89379483,0.9843854308128357,0.568
107,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object-oriented programming is a model that can organizes software design around data rather than functions .it doesnot use center its data around logic..,6,3,0.7550135,0.5655751824378967,0.568
108,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object-oriented programming or OOPs is a model that can organizes software design around data . it doesnot use logic or functions to represent its data.,7,3,0.7601222,0.6696469187736511,0.568
109,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Programming refers to a technological process for telling a computer which tasks to perform in order to solve problems.,0,0,0.46092764,0.9756091237068176,0.432
110,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","In computer software, a module is an extension to a main program dedicated to a specific function. In programming, a module is a section of code that is added in as a whole or is designed for easy reusability",0,0,0.40872058,0.991913914680481,0.288
111,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",OOps refers to programming the software in such a way that the data is represented or designed around objects rather than complex functions and unnecessary logics in a bottom up approach manner.,7,3,0.8702311,0.8325899243354797,0.28
112,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","object is any thing that can be touched or seen. We corelate the object in real life to computer program as something that we can program,popps is used in java",0,0,0.47634712,0.7841531038284302,0.144
113,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",OOPs programs in terms of data around object,1,0,0.64801216,0.7168523073196411,0.28
114,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","OOP is an approach organizes the software design around it's data (ie, objects) & a set of well defined Interfaces to that data",2,1,0.67971694,0.5065064430236816,0.28
115,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",OOP is a programming language where data is stored in the form of objects,1,0,0.63098526,0.9914863109588623,0.28
116,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","OOP makes use of modularity, polymorphism, inhertiance and data abstractoin.",1,0,0.46165925,0.9485950469970703,0.144
117,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",OOP is a programming language that is used in Java and C++,0,0,0.50137717,0.9818879961967468,0.144
118,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","OOP uses objects in programming. oop aims implement to real-world entities like encapsulation,polymorphism etc in programming. The main aim of oop is organize the software design around objects and classes as opposed to function and logic",7,3,0.6835341,0.8874310851097107,0.432
119,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",OOPs can be calssified as a language modeling approach where we design our model by programming data around objects .As in generic approach we do not use functions or logic to represent data.We also follow bottom up approach,7,3,0.7688429,0.9562996625900269,0.568
120,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",OOPs can be calssified as a language modeling approach where we design our model by programming data around objects .As in generic approach we do not use functions  to represent data.We also follow bottom up approach,6,3,0.7686062,0.921320378780365,0.424
121,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",OOps refers to programming the software in such a way that the data is represented or designed around objects rather than complex functions.we represent the software design in this manner.,6,3,0.74036807,0.8857652544975281,0.28
122,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Oriented programming is a type of programming model in which data is given more preference over logic. as In Object oriented programming everything is dealt as an object.,5,2,0.6072708,0.5299243330955505,0.712
123,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",OOP is at core of Java. It is a programming paradigm based on the concept of objects and set of well defined interfaces to that object. It does not give importance to functions and logic.,6,3,0.54376405,0.9874575734138489,0.576
124,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",oops is an approach for programming the data around objects rather than functions.,5,2,0.77506316,0.704669713973999,0.28
125,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",OOPs or object oriented programming is a computer programming approach where we use the software design model and organize it around data which are collectively called objects.We can create new instances of objects and reuse it rather than functions.,6,3,0.7774614,0.8361648321151733,0.28
126,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",The object oriented programing is a type of Programming where the code revolves around objects and its well defined objects. The main functions and logic is hidden away from the user. It follows a bottom up approach,5,2,0.63086593,0.932137668132782,0.432
127,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","object-oriented programming is a method based on the concept of ""objects"", which can contain data and code: data in the form of fields, and code in the form of procedures. An importsant feature is that logic is abstracted using classes.",5,2,0.52536297,0.9784600138664246,0.28
128,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",The object oriented programing is a type of Programming where the code revolves around objects and its well defined objects. This implies that a bunch of objects with well defined functions to access/modify them.,5,2,0.54960185,0.5218835473060608,0.432
